X,Y,SiteNo,SiteID.NMBGMR,Easting,Northing,AltVa,WellDepth,FormationZone.NMBGMR,FormationMeaning.NMBGMR,DepthToWater,AgencyCd,AgencyNm,CountyNm
-103.783829857377,35.1739421911315,QY-0205,,610745,3893010,4020,96,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.804981319164,35.1753248817981,QY-0206,,608817,3893140,4050,40,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.804498688329,35.1737873110861,QY-0207,,608863,3892970,4050,42,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.806214149636,35.171369771212,QY-0208,,608710,3892700,4090,15,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.806151809578,35.1658690758566,QY-0210,,608723,3892090,4160,139,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.774966996067,35.1630330816573,QY-0211,,611567,3891810,4070,49,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.774966996067,35.1630330816573,QY-0212,,611567,3891810,4070,48,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.77934716328,35.1579378909683,QY-0213,,611175,3891240,4100,50,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.779402455196,35.1593810897259,QY-0214,,611168,3891400,4100,62,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.775265112525,35.1585278450148,QY-0215,,611546,3891310,4083.6299,16,220ENRD,Entrada Sandstone,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.77300120592,35.1594065854735,QY-0216,,611751,3891410,4090,65,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.757333674058,35.1666403876182,QY-0217,,613168,3892230,4100,39,110AVMB/220ENRD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.762523588627,35.1647098957116,QY-0218,,612698,3892010,4080,100,110AVMB/220ENRD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.747811020589,35.1689767615548,QY-0219,,614032,3892500,4120,74,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.754112918555,35.1654351608052,QY-0220,,613463,3892100,4120,115,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.753760438481,35.1597511554738,QY-0221,,613503,3891470,4150,80,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.753986862875,35.1593026607253,QY-0222,,613483,3891420,4150,78,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.753480525957,35.1593876162582,QY-0223,,613529,3891430,4150,97,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.739011393466,35.1635657618044,QY-0224,,614841,3891910,4150,166,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.722253997331,35.1658245911986,QY-0225,,616364,3892180,4090,99,110AVMB/220ENRD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.733014654377,35.1636835147448,QY-0226,,615387,3891930,4130,295,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.718702060607,35.1668690413627,QY-0227,,616686,3892300,4080,92,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.706579849415,35.1703467652515,QY-0228,,617785,3892700,4030,44,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.705664782424,35.1698861694368,QY-0229,,617869,3892650,4030,38,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.718299852379,35.1554139131192,QY-0230,,616739,3891030,4100,91,110AVMB/221MRSN,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.715343911879,35.1562842464446,QY-0231,,617007,3891130,4060,73,110AVMB/221MRSN,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.722841118004,35.1563635204399,QY-0232,,616324,3891130,4110,152,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.753986949325,35.1564173873609,QY-0233,,613487,3891100,4160,152,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.754011694409,35.1547946745289,QY-0234,,613487,3890920,4160,92,221MRSN/220ENRD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.778838519356,35.1545064896415,QY-0236,,611226,3890860,4100,62,221MRSN/220ENRD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.777346219676,35.1566554006606,QY-0237,,611359,3891100,4090,58,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.749908956731,35.2033510576651,QY-0238,,613793,3896310,3990,62,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.745154567174,35.2032117095921,QY-0239,,614226,3896300,4030,133,220ENRD,Entrada Sandstone,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.802250212116,35.1533877408388,QY-0240,,609095,3890710,4200,344,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.806673816729,35.1466689803956,QY-0241,,608701,3889960,4140,396,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.804365380124,35.14538390373,QY-0242,,608913,3889820,4140,435,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.803577220513,35.1489827448565,QY-0243,,608980,3890220,4140,370,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.805994178656,35.143596654245,QY-0244,,608767,3889620,4130,324,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.801549898594,35.1449954247304,QY-0245,,609170,3889780,4120,400,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.801549898594,35.1449954247304,QY-0246,,609170,3889780,4110,362,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.797128508314,35.1485582285962,QY-0247,,609568,3890180,4150,378,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.793747190061,35.1441065035341,QY-0248,,609882,3889690,4100,330,220ENRD,Entrada Sandstone,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.792722209529,35.137694543768,QY-0249,,609984,3888980,4110,134,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.749965303398,35.1372609900136,QY-0250,,613880,3888980,4400,98,221MRSN,Morrison Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.739722021904,35.1303023431571,QY-0251,,614823,3888220,4300,230,221MRSN/220ENRD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.727712963241,35.1382015240228,QY-0252,,615906,3889110,4200,239,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.723147585177,35.1381535003359,QY-0253,,616322,3889110,4170,240,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.730907855198,35.1339071158837,QY-0254,,615621,3888630,4230,190,,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.770093486025,35.2022954856238,QY-0255,,611957,3896170,4020,60,220ENRD,Entrada Sandstone,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.781611166422,35.2129611773254,QY-0256,,610894,3897340,4140,55,220ENRD,Entrada Sandstone,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.77444326414,35.2110855373808,QY-0257,,611549,3897140,4040,,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.778918471684,35.2020241540149,QY-0258,,611154,3896130,4050,10,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.775554886571,35.2021705127911,QY-0259,,611460,3896150,4050,94,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.783824576779,35.1956718499223,QY-0261,,610716,3895420,4020,73,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.780253137213,35.1928408223909,QY-0262,,611045,3895110,4020,82,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.774971980942,35.191976027323,QY-0263,,611527,3895020,4010,48,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.763469541568,35.1878017112467,QY-0265,,612580,3894570,3970,7,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.606578443897,35.1910569327498,QY-0267,,626860,3895120,4070,147,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.611240283139,35.1778565751734,QY-0268,,626456,3893650,4040,190,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.62892121084,35.1850005884091,QY-0269,,624835,3894420,4060,192,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.628960158913,35.1741814707604,QY-0270,,624848,3893220,4050,82,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.694320446439,35.1706660464031,QY-0271,,618901,3892750,4020,100,110ALVM/231CHNL,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.696979550425,35.1657356633064,QY-0272,,618666,3892200,4047.3401,,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.690483689324,35.1702639687648,QY-0273,,619251,3892710,4020,235,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.615369192076,35.1687973999802,QY-0277,,626094,3892640,4020,92,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.628956651416,35.1632716909536,QY-0278,,624865,3892010,4030,105,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.628951308191,35.1596651007407,QY-0279,,624871,3891610,4020,103,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.628940606933,35.152451914078,QY-0281,,624883,3890810,4000,,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.637828927029,35.1559783950145,QY-0282,,624068,3891190,4000,13,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.664435123048,35.1449140103678,QY-0283,,621661,3889930,4060,165,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.644028527358,35.2070802938514,QY-0284,,623426,3896850,4160,148,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.698981798723,35.1558391324777,QY-0285,,618498,3891100,4100,97,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.615552706581,35.1307506124852,QY-0286,,626136,3888420,4010,59,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.611152293111,35.1417001878856,QY-0287,,626520,3889640,4000,124,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.672366734395,35.2026157358739,QY-0288,,620853,3896320,4080,350,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.685813568767,35.2032132628219,QY-0289,,619628,3896370,4100,110,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.685302366619,35.2022159156672,QY-0290,,619676,3896260,4100,270,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.682613424489,35.1986703153507,QY-0291,,619926,3895870,4040,,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.677664654019,35.1956409773517,QY-0292,,620381,3895540,4040,,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.54205490385,35.1872317090495,QY-0293,,632741,3894780,4010,136,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.523644618687,35.2001722054368,QY-0294,,634396,3896240,4020,300,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.523688667011,35.1977383868334,QY-0295,,634396,3895970,4030,125,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.515198147423,35.1880774607621,QY-0296,,635185,3894910,4020,145,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.506648460834,35.1871608674514,QY-0297,,635965,3894820,4000,160,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.504990729819,35.1817307353154,QY-0298,,636125,3894220,4000,,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.50666143975,35.1726450495514,QY-0299,,635988,3893210,3970,124,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.510348434332,35.1727806179325,QY-0300,,635652,3893220,3970,112,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.52779235511,35.173625057341,QY-0301,,634062,3893290,3960,105,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.580242735477,35.1637924455584,QY-0303,,629301,3892130,3990,400,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.580242735477,35.1637924455584,QY-0304,,629301,3892130,3990,185,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.574320873628,35.1709358833733,QY-0306,,629829,3892930,4000,164,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.558081035865,35.1709239517139,QY-0307,,631308,3892950,3970,200,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.558087604459,35.1637110513431,QY-0308,,631319,3892150,3970,,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.49822119889,35.170647293398,QY-0311,,636760,3893000,3980,165,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.503388372563,35.1625065605415,QY-0312,,636303,3892090,3920,107,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.527407709559,35.2058981989156,QY-0316,,634044,3896870,4020,144,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.580276971817,35.149186492756,QY-0317,,629321,3890510,3990,188,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.568891482241,35.1304790005923,QY-0318,,630388,3888450,3990,83,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.527188758992,35.1309710820963,QY-0319,,634187,3888560,3960,76,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.544741094694,35.2071897434001,QY-0320,,632464,3896990,4030,,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.563464281661,35.2131837193336,QY-0321,,630750,3897630,4000,140,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.593100700284,35.1949583872741,QY-0322,,628081,3895570,4060,180,231CHNL,Chinle Formation,2,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.38547056166,35.1759586593247,QY-0326,,647019,3893750,4100,40,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.403580856955,35.1668221195794,QY-0327,,645386,3892710,4090,44,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.387906104881,35.1438040176848,QY-0328,,646855,3890180,4000,125,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.443702115645,35.1546316597677,QY-0329,,641753,3891300,4040,47,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.44338114358,35.1524636758527,QY-0330,,641786,3891060,4007.3,34,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.452224373548,35.1451837872431,QY-0331,,640993,3890240,3980,78,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.450160250933,35.1457885256127,QY-0332,,641180,3890310,4030,54,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.429486216659,35.2122408730542,QY-0333,,642947,3897710,3850,20,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.403707137956,35.1378823429739,QY-0334,,645426,3889500,4000,31,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.298485923144,35.1983891371704,QY-0335,,654898,3896370,4200,84,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.293875374082,35.1993159853443,QY-0336,,655316,3896480,4200,78,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.329208257625,35.1849326188851,QY-0337,,652126,3894830,4180,73,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.315944078685,35.1848390211536,QY-0338,,653334,3894840,4220,133,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.376165068665,35.1850305015295,QY-0339,,647850,3894770,4080,68,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.312586929064,35.2027337823262,QY-0340,,653606,3896830,4200,109,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.329190510624,35.1595075795223,QY-0341,,652175,3892010,4117.3101,26,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.31275849377,35.1545915341825,QY-0342,,653681,3891490,4080,56,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.368950438243,35.130567260636,QY-0343,,648606,3888740,4040,56,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.345413000748,35.1369199412824,QY-0344,,650739,3889480,4060,108,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.357981463681,35.2023662840844,QY-0345,,649474,3896720,4200,111,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.380339204522,35.2060033676893,QY-0346,,647432,3897090,4130,40,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.187701654445,35.2119275874712,QY-0347,,664957,3898050,4050,17,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.189056007611,35.1801227011575,QY-0348,,664898,3894520,4100,44,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.193156563583,35.1828886556916,QY-0349,,664519,3894820,4120,82,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.204081403602,35.1689867344226,QY-0350,,663552,3893260,4020.0801,30,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.192285339249,35.1701635750332,QY-0351,,664624,3893410,4080,54,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.188949433025,35.1443288947503,QY-0352,,664980,3890550,4000,,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.206464783534,35.1504497072755,QY-0353,,663372,3891200,4140,122,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.234601171515,35.1437405931947,QY-0354,,660822,3890410,4020,70,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.104453921975,35.1746806822407,QY-0356,,672614,3894060,3900,270,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.13056953206,35.1773405742752,QY-0357,,670230,3894310,3900,238,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.052704166515,35.1765641385963,QY-0359,,677323,3894360,3850,250,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.775291928695,35.2247990859329,QY-0362,,611453,3898660,4080,,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.775281551464,35.221102251228,QY-0363,,611459,3898250,4070,,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.770578079011,35.229169335488,QY-0364,,611876,3899150,4050,30,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.771650371604,35.2272867783739,QY-0365,,611781,3898940,4090,20,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.744307954063,35.2246619426829,QY-0366,,614273,3898680,3960,,220ENRD,Entrada Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.731047682282,35.2245236498383,QY-0368,,615480,3898680,3930,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.694863072306,35.2287372049391,QY-0369,,618767,3899190,4070,75,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.691069835367,35.217245521045,QY-0370,,619129,3897920,4060,74,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.493201450498,35.2949161795382,QY-0371,,637008,3906790,3980,152,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.492828081577,35.2931083350875,QY-0372,,637045,3906590,3980,129,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.490846723674,35.2938049009722,QY-0373,,637224,3906670,3980,278,231SNRS,Santa Rosa Sandstone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.498385819964,35.2893006085902,QY-0374,,636546,3906160,3990,60,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.5093449593,35.275731874849,QY-0375,,635572,3904640,3990,220,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.493889792062,35.2874415054469,QY-0376,,636958,3905960,4020,60,110AVMB,Alluvium Bolson Deposits and Other Surface Deposits,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.56243091424,35.2505884275163,QY-0377,,630784,3901780,4050,213,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.523528633162,35.2575131266886,QY-0378,,634312,3902600,4040,177,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.497957049095,35.2577393079395,QY-0379,,636638,3902660,4040,216,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.498702860425,35.2423311594436,QY-0380,,636596,3900950,4060,173,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.509389496395,35.2276769344223,QY-0381,,635648,3899310,4050,183,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.582300071791,35.2980672601363,QY-0382,,628901,3907020,3910,112,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.576076843161,35.2791505379196,QY-0383,,629497,3904930,4020.4109,200,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.453917033584,35.2736836844564,QY-0384,,640617,3904490,3900,126,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.470881445676,35.2648833764763,QY-0385,,639089,3903490,3960,77,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.430082938021,35.2314526263049,QY-0386,,642859,3899840,3780,25,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.42350694725,35.2283017172519,QY-0387,,643463,3899500,3790,19,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
-103.394603896922,35.2196271182239,QY-0388,,646109,3898580,4260,105,231CHNL,Chinle Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Quay County
